Duration,"Engine Speed (RPM)","Vehicle Speed (Mph)",Gear,"Manifold Pressure (mbar)","Boost (psi)","Throttle Position (%)","Injector Duration (ms)","Duty Cycle (%)","Ignition Advance","Knock Retard","Air Temperature (F)","Coolant Temperature (F)","O2 Voltage",Lambda,"Air Fuel Ratio",VTEC,CEL
"72:4355:02.985",3524,"42.8",4,0,"0.0","100","13.48","40","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.016",3472,"42.8",4,0,"0.0","100","13.57","39","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.047",3459,"42.8",4,0,"0.0","100","13.57","39","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.094",3504,"42.8",4,0,"0.0","100","13.69","40","19.50","0.00","113.72","170.60","3.88","0.00","0.00",OFF,
"72:4355:03.125",3478,"44.0",4,0,"0.0","100","13.69","40","19.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.157",3585,"44.0",4,0,"0.0","100","13.69","41","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.188",3591,"44.0",4,0,"0.0","100","13.81","41","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.219",3598,"44.0",4,0,"0.0","100","13.84","42","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.250",3531,"44.0",4,0,"0.0","100","13.99","41","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.281",3619,"44.0",4,0,"0.0","100","13.98","42","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.313",3537,"44.0",4,0,"0.0","100","14.11","42","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.344",3647,"45.3",4,0,"0.0","100","14.19","43","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.375",3571,"45.3",4,0,"0.0","100","14.37","43","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.406",3571,"45.3",4,0,"0.0","100","14.26","42","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.437",3605,"45.3",4,0,"0.0","100","14.34","43","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.484",3720,"45.3",4,0,"0.0","100","14.42","45","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.500",3626,"45.3",4,0,"0.0","100","14.54","44","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.531",3654,"45.3",4,0,"0.0","100","14.52","44","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.562",3662,"46.5",4,0,"0.0","100","14.72","45","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.609",3669,"46.5",4,0,"0.0","100","14.78","45","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.640",3683,"46.5",4,0,"0.0","100","14.90","46","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.671",3698,"46.5",4,0,"0.0","100","14.93","46","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.703",3795,"46.5",4,0,"0.0","100","14.93","47","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.734",3780,"46.5",4,0,"0.0","100","15.07","47","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.765",3735,"46.5",4,0,"0.0","100","15.06","47","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.796",3757,"47.1",4,0,"0.0","100","15.20","48","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.827",3772,"47.1",4,0,"0.0","100","15.21","48","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.859",3873,"47.1",4,0,"0.0","100","15.27","49","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.890",3898,"47.1",4,0,"0.0","100","15.36","50","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.921",3810,"47.1",4,0,"0.0","100","15.51","49","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.952",3803,"47.1",4,0,"0.0","100","15.53","49","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:03.999",3939,"47.1",3,0,"0.0","100","15.57","51","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.030",3947,"49.0",4,0,"0.0","100","15.69","52","19.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.046",3939,"49.0",4,0,"0.0","100","15.75","52","19.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.077",3881,"49.0",4,0,"0.0","100","15.78","51","19.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.124",3898,"49.0",4,0,"0.0","100","15.99","52","19.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.155",3980,"49.0",4,0,"0.0","100","15.94","53","19.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.186",4014,"49.0",4,0,"0.0","100","16.07","54","18.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.217",4032,"49.0",4,0,"0.0","100","16.18","54","18.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.249",3955,"49.6",4,0,"0.0","100","16.23","53","19.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.280",4049,"49.6",4,0,"0.0","100","16.31","55","18.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.311",4093,"49.6",4,0,"0.0","100","16.42","56","18.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.342",4032,"49.6",4,0,"0.0","100","16.43","55","18.50","0.00","113.72","170.60","3.88","0.00","0.00",OFF,
"72:4355:04.373",4093,"49.6",4,0,"0.0","100","16.53","56","18.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.405",4111,"49.6",4,0,"0.0","100","16.54","57","18.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.436",4058,"49.6",4,0,"0.0","100","16.76","57","18.00","0.00","113.72","170.60","3.88","0.00","0.00",OFF,
"72:4355:04.467",4111,"50.8",4,0,"0.0","100","16.76","57","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.514",4148,"50.8",4,0,"0.0","100","16.86","58","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.529",4148,"50.8",4,0,"0.0","100","16.97","59","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.561",4175,"50.8",4,0,"0.0","100","16.97","59","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.592",4194,"50.8",4,0,"0.0","100","16.97","59","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.639",4166,"50.8",4,0,"0.0","100","16.87","59","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.670",4213,"50.8",4,0,"0.0","100","16.97","60","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.701",4232,"52.7",4,0,"0.0","100","17.07","60","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.732",4213,"52.7",4,0,"0.0","100","16.97","60","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.763",4280,"52.7",4,0,"0.0","100","17.11","61","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.795",4242,"52.7",4,0,"0.0","100","17.11","60","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.826",4280,"52.7",4,0,"0.0","100","17.21","61","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.857",4280,"52.7",4,0,"0.0","100","17.21","61","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.888",4261,"52.7",4,0,"0.0","100","17.21","61","17.50","0.00","113.00","170.60","3.88","0.00","0.00",OFF,
"72:4355:04.919",4300,"53.3",4,0,"0.0","100","17.31","62","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.951",4280,"53.3",4,0,"0.0","100","17.12","61","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:04.982",4350,"53.3",4,0,"0.0","100","17.21","62","17.50","0.00","113.00","170.60","3.88","0.00","0.00",OFF,
"72:4355:05.029",4340,"53.3",4,0,"0.0","100","17.21","62","17.50","0.00","113.00","170.60","3.88","0.00","0.00",OFF,
"72:4355:05.044",4380,"53.3",4,0,"0.0","100","17.22","63","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.075",4411,"53.3",4,0,"0.0","100","17.22","63","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.107",4360,"53.3",4,0,"0.0","100","17.21","63","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.153",4350,"55.2",4,0,"0.0","100","17.22","62","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.185",4443,"55.2",4,0,"0.0","100","17.22","64","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.216",4401,"55.2",4,0,"0.0","100","17.22","63","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.247",4474,"55.2",4,0,"0.0","100","17.31","65","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.278",4507,"55.2",4,0,"0.0","100","17.31","65","17.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.309",4528,"55.2",4,0,"0.0","100","17.31","65","17.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.341",4496,"55.2",4,0,"0.0","100","17.31","65","17.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.372",4584,"56.4",4,0,"0.0","100","17.31","66","17.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.403",4507,"56.4",4,0,"0.0","100","17.31","65","17.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.434",4528,"56.4",4,0,"0.0","100","17.31","65","17.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.465",4518,"56.4",4,0,"0.0","100","17.30","65","17.50","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.497",4595,"56.4",4,0,"0.0","100","17.30","66","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.543",4641,"56.4",4,0,"0.0","100","17.22","67","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.559",4562,"56.4",4,0,"0.0","100","17.31","66","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.590",4562,"57.7",4,0,"0.0","100","17.31","66","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.621",4595,"57.7",4,0,"0.0","100","17.20","66","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.668",4618,"57.7",4,0,"0.0","100","17.30","67","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.699",4652,"57.7",4,0,"0.0","100","17.30","67","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.731",4699,"57.7",4,0,"0.0","100","17.20","67","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.762",4711,"57.7",4,0,"0.0","100","17.20","68","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.793",4783,"57.7",4,0,"0.0","100","17.29","69","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.824",4699,"58.9",4,0,"0.0","100","17.20","67","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.855",4687,"58.9",4,0,"0.0","100","17.20","67","17.50","0.00","113.00","170.60","3.88","0.00","0.00",OFF,
"72:4355:05.887",4711,"58.9",4,0,"0.0","100","17.11","67","17.75","0.00","113.00","170.60","3.88","0.00","0.00",OFF,
"72:4355:05.918",4844,"58.9",4,0,"0.0","100","17.20","69","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.949",4734,"58.9",4,0,"0.0","100","17.11","68","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:05.980",4783,"58.9",4,0,"0.0","100","17.11","68","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.011",4746,"58.9",4,0,"0.0","100","17.20","68","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.043",4832,"60.8",4,0,"0.0","100","17.11","69","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.074",4770,"60.8",4,0,"0.0","100","17.11","68","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.105",4844,"60.8",4,0,"0.0","100","17.11","69","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.136",4820,"60.8",4,0,"0.0","100","17.11","69","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.183",4832,"60.8",4,0,"0.0","100","17.11","69","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.214",4870,"60.8",4,0,"0.0","100","17.10","69","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.245",4908,"60.8",4,0,"0.0","100","17.11","70","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.261",4947,"61.4",4,0,"0.0","100","17.02","70","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.308",4882,"61.4",4,0,"0.0","100","17.11","70","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.339",4895,"61.4",4,0,"0.0","100","17.10","70","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.370",4947,"61.4",4,0,"0.0","100","17.09","70","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.401",4986,"61.4",4,0,"0.0","100","17.02","71","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.433",4986,"61.4",4,0,"0.0","100","17.02","71","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.464",5040,"61.4",4,0,"0.0","100","17.09","72","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.495",5053,"63.2",4,0,"0.0","100","17.01","72","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.526",5026,"63.2",4,0,"0.0","100","17.01","71","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.557",5081,"63.2",4,0,"0.0","100","16.92","72","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.589",5040,"63.2",4,0,"0.0","100","16.92","71","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.620",5067,"63.2",4,0,"0.0","100","16.84","71","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.651",5108,"63.2",4,0,"0.0","100","16.92","72","17.50","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.698",5095,"63.2",4,0,"0.0","100","16.85","72","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.729",5108,"63.9",4,0,"0.0","100","16.84","72","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.760",5108,"63.9",4,0,"0.0","100","16.92","72","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.776",5122,"63.9",4,0,"0.0","100","16.92","72","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.823",5136,"63.9",4,0,"0.0","100","16.85","72","17.75","0.00","113.00","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.854",5151,"63.9",4,0,"0.0","100","16.85","72","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.885",5208,"63.9",4,0,"0.0","100","16.85","73","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.916",5179,"63.9",4,0,"0.0","100","16.69","72","17.75","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.947",5252,"65.1",4,0,"0.0","100","16.76","73","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:06.979",5266,"65.1",4,0,"0.0","100","16.76","74","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.010",5222,"65.1",4,0,"0.0","100","16.76","73","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.041",5237,"65.1",4,0,"0.0","100","16.76","73","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.072",5266,"65.1",4,0,"0.0","100","16.76","74","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.103",5281,"65.1",4,0,"0.0","100","16.68","73","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.135",5281,"65.1",4,0,"0.0","100","16.60","73","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.166",5281,"66.3",4,0,"0.0","100","16.76","74","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.213",5372,"66.3",4,0,"0.0","100","16.60","74","18.00","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.244",5326,"66.3",4,0,"0.0","100","16.68","74","18.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.259",5387,"66.3",4,0,"0.0","100","16.60","75","18.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.291",5372,"66.3",4,0,"0.0","100","16.60","74","18.25","0.00","113.72","170.60","3.90","0.00","0.00",OFF,
"72:4355:07.337",5466,"66.3",4,0,"0.0","100","16.52","75","18.25","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.369",5387,"66.3",4,0,"0.0","100","16.52","74","18.25","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.400",5341,"67.6",4,0,"0.0","100","16.95","75","19.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.431",5466,"67.6",4,0,"0.0","100","16.95","77","19.25","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.462",5419,"67.6",4,0,"0.0","100","16.94","77","19.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.493",5530,"67.6",4,0,"0.0","100","16.94","78","19.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.525",5434,"67.6",4,0,"0.0","100","16.95","77","19.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.556",5466,"67.6",4,0,"0.0","100","16.95","77","19.75","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.587",5514,"67.6",4,0,"0.0","100","16.95","78","19.75","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.618",5514,"68.8",4,0,"0.0","100","16.88","78","20.00","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.649",5482,"68.8",4,0,"0.0","100","16.88","77","19.75","0.00","113.72","170.60","3.88","0.00","0.00",ON,
"72:4355:07.681",5530,"68.8",4,0,"0.0","100","16.95","78","20.00","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.727",5547,"68.8",4,0,"0.0","100","16.95","78","19.75","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.743",5547,"68.8",4,0,"0.0","100","16.95","78","19.75","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.774",5563,"68.8",4,0,"0.0","100","16.95","79","19.75","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.805",5580,"68.8",4,0,"0.0","100","17.02","79","19.75","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.852",5647,"70.1",4,0,"0.0","100","17.02","80","20.25","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.883",5597,"70.1",4,0,"0.0","100","17.02","79","20.00","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.915",5647,"70.1",4,0,"0.0","100","17.02","80","20.00","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.946",5597,"70.1",4,0,"0.0","100","17.09","80","20.25","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:07.977",5580,"70.1",4,0,"0.0","100","17.02","79","20.00","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.008",5681,"70.1",4,0,"0.0","100","17.09","81","20.00","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.039",5751,"70.1",4,0,"0.0","100","17.02","82","20.00","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.071",5716,"71.3",4,0,"0.0","100","17.09","81","19.75","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.102",5769,"71.3",4,0,"0.0","100","17.09","82","20.00","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.133",5733,"71.3",4,0,"0.0","100","17.15","82","20.25","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.164",5716,"71.3",4,0,"0.0","100","17.08","81","20.25","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.195",5769,"71.3",4,0,"0.0","100","17.02","82","20.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.242",5804,"71.3",4,0,"0.0","100","16.90","82","20.25","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.258",5787,"71.3",4,0,"0.0","100","17.00","82","20.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.289",5804,"72.5",4,0,"0.0","100","16.96","82","20.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.320",5804,"72.5",4,0,"0.0","100","16.99","82","20.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.367",5787,"72.5",4,0,"0.0","100","16.99","82","20.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.398",5822,"72.5",4,0,"0.0","100","16.95","82","20.50","0.00","113.72","170.60","3.90","0.00","0.00",ON,
"72:4355:08.429",5933,"72.5",4,0,"0.0","100","17.00","84","20.50","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.461",5841,"72.5",4,0,"0.0","100","16.94","82","20.75","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.492",5896,"72.5",4,0,"0.0","100","16.92","83","20.75","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.523",5822,"74.4",4,0,"0.0","100","16.85","82","20.75","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.554",5971,"74.4",4,0,"0.0","100","16.89","84","20.75","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.585",5933,"74.4",4,0,"0.0","100","16.75","83","20.50","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.617",5971,"74.4",4,0,"0.0","100","16.77","83","20.75","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.648",5952,"74.4",4,0,"0.0","100","16.81","83","21.00","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.679",5952,"74.4",4,0,"0.0","100","16.68","83","21.25","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.710",6009,"74.4",4,0,"0.0","100","16.73","84","21.25","0.00","114.44","170.60","3.90","0.00","0.00",ON,
"72:4355:08.757",6009,"75.0",4,0,"0.0","100","16.68","84","21.25","0.00","114.44","170.60","3.90","0.00","0.00",ON,
